,Brand Name,Generic Name,Claim Count,Total Spending,Beneficiary Count,Total Annual Spending Per User,Unit Count,Average Cost Per Unit (Weighted),Beneficiary Count No LIS,Average Beneficiary Cost Share No LIS,Beneficiary Count LIS,Average Beneficiary Cost Share LIS,Year,Matched Drug Name,Indication
873,compazine,prochlorperazine,35.0,5648.62,32.0,176.519375,702.0,8.0464672365,14.0,14.634285714,18.0,0.5944444444,2013,prochlorperazine,Nausea; Vomiting
874,compazine,prochlorperazine maleate,,,,,,,,,,,2013,prochlorperazine,Nausea; Vomiting
875,complera,emtricitab/rilpivirine/tenofov,42528.0,86752834.11,6088.0,14249.808494,1318793.0,65.78199468,930.0,1061.071043,5158.0,26.533749515,2013,rilpivirine,Human immunodeficiency virus infection
876,complete natal dha,pnv2/iron b-g suc-p/fa/omega-3,64.0,1839.31,33.0,55.736666667,4350.0,0.4228298851,,,,,2013,iron,Iron deficiency anaemia
877,completenate,pnv #14/ferrous fum/folic acid,141.0,3450.84,71.0,48.603380282,6442.0,0.5356783608,17.0,45.585294118,54.0,2.9825925926,2013,folic acid,Folate deficiency
878,complete-rf prenatal,prenatal vit 17/iron cb/fa/dss,,,,,,,,,,,2013,iron,Iron deficiency anaemia
879,compro,prochlorperazine,26308.0,1640408.59,20844.0,78.699318269,356121.919,4.6063117783,7432.0,13.822018299,13412.0,0.7147390397,2013,prochlorperazine,Nausea; Vomiting
880,comtan,entacapone,22569.0,10300834.3,5139.0,2004.4433353,2642621.0,3.8979612665,2762.0,418.43442795,2377.0,18.569625578,2013,entacapone,Parkinson's disease
881,comvax,hep b vaccine/hib conj-meng/pf,25.0,2013.45,19.0,105.97105263,21.0,95.878571429,,,,,2013,,
882,concept dha,pnv#16/iron fum & ps/fa/om-3,317.0,10289.68,112.0,91.872142857,11230.0,0.9162671416,16.0,60.63125,96.0,9.5828125,2013,iron,Iron deficiency anaemia
883,concept ob,"pnv #15/iron fum,ps/folic acid",49.0,1464.88,20.0,73.244,1800.0,0.8138222222,,,,,2013,folic acid,Folate deficiency
884,concerta,methylphenidate hcl,6421.0,1899608.12,1297.0,1464.6169005,257472.0,7.4077773621,341.0,363.82994135,956.0,15.37666318,2013,methylphenidate,Attention deficit hyperactivity disorder
885,condylox,podofilox,2225.0,849136.58,1568.0,541.54118622,8679.5,97.821092321,641.0,74.571014041,927.0,5.8809492988,2013,,
886,constulose,lactulose,30932.0,695646.98,12085.0,57.562844849,32134720.999,0.0216478301,3596.0,18.92628198,8489.0,1.5602155731,2013,lactulose,Constipation
887,contrave,naltrexone hcl/bupropion hcl,,,,,,,,,,,2013,bupropion,Depression
888,control rx,sodium fluoride,,,,,,,,,,,2013,sodium fluoride,Osteoporosis
889,conzip,tramadol hcl,1737.0,477964.81,786.0,608.09772265,65230.5,7.3999784153,470.0,126.22755319,316.0,9.8189873418,2013,tramadol,Pain
890,copaxone,glatiramer acetate,224167.0,1120491044.5,27424.0,40858.045671,237827.854,4711.3532987,12733.0,3405.1928202,14691.0,94.456391668,2013,glatiramer acetate,Multiple sclerosis
891,copegus,ribavirin,29.0,58824.79,,,3488.0,16.86490539,,,,,2013,ribavirin,Hepatitis C virus infection
892,cordarone,amiodarone hcl,854.0,167562.47,176.0,952.05948864,41011.0,4.0857933237,147.0,339.5685034,29.0,13.872068966,2013,amiodarone,Tachyarrhythmias
893,cordran,flurandrenolide,19196.0,6786390.86,11441.0,593.16413425,485969.0,179.19538547,8744.0,93.46450366,2697.0,9.0501112347,2013,flurandrenolide,Inflammatory diseases
894,coreg,carvedilol,18701.0,4319949.87,3692.0,1170.0839301,1774708.0,2.4340749486,2479.0,326.41712384,1213.0,25.568977741,2013,carvedilol,Congestive heart failure
895,coreg cr,carvedilol phosphate,282936.0,67262571.11,53805.0,1250.1174818,14117524.0,4.7645496003,36540.0,315.52949425,17265.0,25.381525051,2013,carvedilol,Congestive heart failure
896,corenate-dha,pnv38/iron cbn&gluc/fa/dss/dha,,,,,,,,,,,2013,iron,Iron deficiency anaemia
897,corfen-dm,chlorpheniramine/phenyleph/dm,,,,,,,,,,,2013,chlorpheniramine,Allergic rhinitis; Urticaria
898,corgard,nadolol,3766.0,964863.72,805.0,1198.588472,253783.0,3.8139126205,669.0,357.75632287,136.0,41.274926471,2013,nadolol,High blood pressure; Angina
899,corlanor,ivabradine hcl,,,,,,,,,,,2013,ivabradine,Angina
900,cormax,clobetasol propionate,157.0,4623.99,119.0,38.857058824,10201.0,0.4551015662,99.0,14.511515152,20.0,3.405,2013,clobetasol,Inflammation and itching
901,cortef,hydrocortisone,5536.0,451633.14,1112.0,406.14491007,730826.5,0.6541402863,758.0,255.09699208,354.0,18.389067797,2013,hydrocortisone,Inflammatory diseases
902,cortenema,hydrocortisone,34.0,5826.84,19.0,306.67578947,36460.0,0.1598145913,,,,,2013,hydrocortisone,Inflammatory diseases
903,cortifoam,hydrocortisone acetate,3718.0,1614216.92,1634.0,987.8928519,88577.0,18.223883401,1121.0,161.90886708,513.0,8.4533138402,2013,hydrocortisone,Inflammatory diseases
904,cortisone,cortisone acetate,,,,,,,,,,,2013,,
905,cortisone acetate,cortisone acetate,6118.0,319596.07,1876.0,170.36037846,364414.0,0.8770136987,1332.0,50.633626126,544.0,5.6423161765,2013,,
906,cortisporin,neomycin/bacitra/polymyxin/hc,3040.0,303537.6,2189.0,138.66496117,54944.5,5.5244401168,1349.0,65.843002224,840.0,4.7098095238,2013,neomycin,Acute hepatic failure and alcoholic cirrhosis of the liver
907,cortisporin,neomycin/polymyxin b sulf/hc,1328.0,123934.11,930.0,133.26248387,15808.5,7.8307143978,493.0,56.591764706,437.0,4.8281693364,2013,neomycin,Acute hepatic failure and alcoholic cirrhosis of the liver
908,cortisporin-tc,neomycin su/colist/hc/thonzon,10133.0,748265.26,9236.0,81.016160676,103461.0,7.2323412687,5565.0,53.505389039,3671.0,4.6915091256,2013,neomycin,Acute hepatic failure and alcoholic cirrhosis of the liver
909,cortomycin,neomycin/polymyxin b sulf/hc,25.0,438.63,22.0,19.937727273,250.0,1.75452,,,,,2013,neomycin,Acute hepatic failure and alcoholic cirrhosis of the liver
910,corvita,fa/mvi ther-min/lycopene/lut,403.0,12260.57,101.0,121.39178218,19864.0,0.6172256343,,,,,2013,,
911,corvita 150,"iron, carbonyl/fa/c/b-6/b12/zn",516.0,29837.05,171.0,174.48567251,26325.0,1.1334112061,,,,,2013,iron,Iron deficiency anaemia
912,corvite,fa/mvi ther-min/lycopene/lut,230.0,9922.79,84.0,118.12845238,16154.0,0.6142621023,84.0,,0.0,,2013,,
913,corvite 150,"iron, carbonyl/fa/c/b-6/b12/zn",314.0,35875.16,117.0,306.62529915,20626.0,1.7393173664,,,,,2013,iron,Iron deficiency anaemia
914,corvite 150,"iron,carb/fa#6/mv, min no.41",12.0,2940.86,12.0,245.07166667,1050.0,2.8008190476,12.0,,0.0,,2013,iron,Iron deficiency anaemia
915,corvite fe,"iron &iron asp gly/fa/mv,min27",493.0,71616.47,179.0,400.09201117,23501.0,3.047379686,,,,,2013,iron,Iron deficiency anaemia
916,corvite fe,"iron,carb/fa#6/mv, min no.40",92.0,18670.31,68.0,274.56338235,6045.0,3.088554177,68.0,,0.0,,2013,iron,Iron deficiency anaemia
917,corvite free,"mv, min cmb #6/fa/lut/lyco/q10",452.0,18734.57,123.0,152.31357724,30610.0,0.6120408363,,,,,2013,,
918,corzall plus,pyrilamine/pseudoephed/carbeta,,,,,,,,,,,2013,,
919,corzall-pe,dexchlorpheniram-pe-carbetapen,,,,,,,,,,,2013,,
920,corzide,nadolol/bendroflumethiazide,590.0,99387.9,121.0,821.38760331,24527.0,3.9973172312,100.0,341.5886,21.0,42.033809524,2013,nadolol,High blood pressure; Angina
921,cosentyx (2 syringes),secukinumab,,,,,,,,,,,2013,secukinumab,Psoriatic arthritis
922,cosentyx pen,secukinumab,,,,,,,,,,,2013,secukinumab,Psoriatic arthritis
923,cosentyx pen (2 pens),secukinumab,,,,,,,,,,,2013,secukinumab,Psoriatic arthritis
924,cosentyx syringe,secukinumab,,,,,,,,,,,2013,secukinumab,Psoriatic arthritis
925,cosopt,dorzolamide hcl/timolol maleat,24393.0,4257707.52,6346.0,670.92775292,307131.0,13.862838724,4491.0,241.55628368,1855.0,18.317800539,2013,timolol,High blood pressure
926,cosopt pf,dorzolamide/timolol/pf,27875.0,3025363.14,7800.0,387.86706923,2131737.0,1.4192009333,5951.0,195.77643757,1849.0,14.665419145,2013,timolol,High blood pressure
927,cotellic,cobimetinib fumarate,,,,,,,,,,,2013,,
928,coumadin,warfarin sodium,644508.0,47918310.44,105093.0,455.96101015,32603487.999,1.4848007596,77435.0,253.90317892,27658.0,23.222735556,2013,warfarin,Atrial fibrillation
929,covera-hs,verapamil hcl,,,,,,,,,,,2013,verapamil,Hypertension; Angina
930,cozaar,losartan potassium,41469.0,6834128.01,9389.0,727.88667696,2508593.0,2.7893358753,6749.0,239.57609424,2640.0,16.280227273,2013,losartan,Hypertension
931,c-phen dm,chlorpheniramine/phenyleph/dm,,,,,,,,,,,2013,chlorpheniramine,Allergic rhinitis; Urticaria
932,creon,lipase/protease/amylase,444358.0,207614579.69,93277.0,2225.7853457,71549604.069,2.8672222532,36656.0,334.25864661,56621.0,14.246267992,2013,,
933,cresemba,isavuconazonium sulfate,,,,,,,,,,,2013,,
934,crestor,rosuvastatin calcium,9066409.0,2216193162.0,1732787.0,1278.9761015,401733323.28,5.5165381124,1117350.0,296.65398875,615437.0,26.334889225,2013,rosuvastatin,Elevated CRP
935,cresylate,cresyl acetate,,,,,,,,,,,2013,,
936,crinone,"progesterone,micronized",588.0,147565.94,242.0,609.77661157,14876.0,9.2750236492,139.0,172.96079137,103.0,9.0031067961,2013,progesterone,Premature labour
937,crixivan,indinavir sulfate,2840.0,1346889.57,390.0,3453.563,528416.0,2.5435792408,134.0,355.07597015,256.0,20.533046875,2013,indinavir,HIV infections
938,crolom,cromolyn sodium,,,,,,,,,,,2013,cromolyn sodium,Atopic dermatitis
939,cromolyn sodium,cromolyn sodium,74459.0,3014038.82,33406.0,90.224475244,2743719.5,1.3812071676,11544.0,20.357367464,21862.0,2.0736455951,2013,cromolyn sodium,Atopic dermatitis
940,cryselle,norgestrel-ethinyl estradiol,16345.0,456892.52,2875.0,158.91913739,559298.0,0.8169035469,354.0,60.648700565,2521.0,5.8582070607,2013,estradiol,Breast cancer
941,cubicin,daptomycin,39933.0,75337488.48,9320.0,8083.4215107,1866655.698,40.359605984,3184.0,1176.7638568,6136.0,26.94583279,2013,daptomycin,Bacterial infection
942,cuprimine,penicillamine,3141.0,4116080.51,597.0,6894.6072194,298207.0,13.802762879,340.0,755.33561765,257.0,36.728326848,2013,penicillamine,Rheumatold arthritis
943,curad gauze pads,gauze bandage,,,,,,,,,,,2013,,
944,curity,gauze bandage,62.0,406.75,37.0,10.993243243,10901.0,0.0546010248,,,,,2013,,
945,curity alcohol preps,alcohol antiseptic pads,1657.0,5663.58,654.0,8.6599082569,280278.0,0.0202070088,85.0,4.7852941176,569.0,1.7985413005,2013,,
946,curity amd,polyhexam biguan/gauze bandage,27.0,142.34,,,2800.0,0.0508357143,,,,,2013,,
947,cutivate,fluticasone propionate,344.0,252631.64,252.0,1002.5065079,42422.0,5.821606693,174.0,74.611206897,78.0,3.5083333333,2013,fluticasone,Inflammatory diseases
948,cuvposa,glycopyrrolate,480.0,196927.11,205.0,960.62004878,228516.0,0.8617650843,76.0,91.310921053,129.0,3.7644186047,2013,glycopyrrolate,Anesthesia
949,cyanocobalamin injection,cyanocobalamin (vitamin b-12),32562.0,254495.29,11032.0,23.068826142,108396.7,2.3478140017,9340.0,13.941932548,1692.0,7.472570922,2013,cyanocobalamin,Anemia
950,cyclafem,norethindrone-ethinyl estrad,7024.0,192866.77,1399.0,137.86045032,246922.0,0.7812374044,163.0,65.755460123,1236.0,4.7502831715,2013,norethindrone,Oral contraceptive
951,cyclessa,desogestrel-ethinyl estradiol,46.0,2258.05,,,1288.0,1.7531444099,,,,,2013,estradiol,Breast cancer
952,cyclobenzaprine hcl,cyclobenzaprine hcl,4423760.0,49064652.89,1554019.0,31.572749683,259122673.09,0.191309581,738811.0,17.832457543,815208.0,4.4592713271,2013,cyclobenzaprine,Depression
953,cyclogyl,cyclopentolate hcl,1961.0,86082.07,1543.0,55.788768633,13490.0,7.0357666095,1056.0,31.777329545,487.0,2.7940451745,2013,cyclopentolate,Ocular disease
954,cyclomydril,cyclopentolate/phenylephrine,,,,,,,,,,,2013,phenylephrine,Ophthalmic disorders
955,cyclopentolate hcl,cyclopentolate hcl,27624.0,485162.25,20530.0,23.631867998,197612.5,2.5167217315,14762.0,11.170784447,5768.0,1.8873457004,2013,cyclopentolate,Ocular disease
956,cyclophosphamide,cyclophosphamide,13649.0,3418357.05,3842.0,889.73374545,671608.11,43.951061123,2639.0,137.51234937,1203.0,11.780332502,2013,cyclophosphamide,Cancers
957,cycloserine,cycloserine,,,,,,,,,,,2013,cycloserine,Dementia
958,cycloset,bromocriptine mesylate,9592.0,3547772.19,2350.0,1509.6902936,1607776.0,2.2066333805,1698.0,311.87086572,652.0,17.788650307,2013,bromocriptine,Parkinson's disease
959,cyclosporine,cyclosporine,9119.0,2823098.67,2316.0,1218.9545207,1008535.55,3.5166598334,1440.0,223.28052083,876.0,11.603732877,2013,cyclosporine,Psoriasis
960,cyclosporine,"cyclosporine, modified",704.0,214508.0,201.0,1067.2039801,54707.552,3.9209943081,114.0,178.42552632,87.0,6.735862069,2013,cyclosporine,Psoriasis
961,cyclosporine modified,"cyclosporine, modified",41188.0,8663046.84,7356.0,1177.6844535,5227202.58,2.1439723628,4727.0,230.89731965,2629.0,17.714709015,2013,cyclosporine,Psoriasis
962,cyklokapron,tranexamic acid,,,,,,,,,,,2013,tranexamic acid,Excessive bleeding
963,cymbalta,duloxetine hcl,6887543.0,1961131999.8,1032774.0,1898.897532,279888171.83,7.0071303828,482625.0,359.92472431,550149.0,27.420078106,2013,duloxetine,Depression
964,cyproheptadine hcl,cyproheptadine hcl,157302.0,3104555.12,51977.0,59.729401851,11980517.726,0.2836305436,15969.0,24.731482873,36008.0,3.0231717952,2013,cyproheptadine,Allergy
965,cyramza,ramucirumab,,,,,,,,,,,2013,ramucirumab,Gastric cancer
966,cystadane,betaine,523.0,1001357.74,56.0,17881.388214,200760.0,4.9878349273,13.0,859.70230769,43.0,7.5093023256,2013,betaine,Inborn error of metabolism
967,cystagon,cysteamine bitartrate,425.0,149678.81,65.0,2302.7509231,189844.0,0.7393894971,,,,,2013,cysteamine,Radiation sickness
968,cystaran,cysteamine hcl,74.0,271479.36,17.0,15969.374118,4440.0,61.144,,,,,2013,cysteamine,Radiation sickness
969,cystex,methenam/benz ac/salicy/sal-am,20.0,186.99,,,611.0,0.3060392799,,,,,2013,,
970,cytarabine,cytarabine,28.0,346.31,,,636.0,0.5445125786,,,,,2013,cytarabine,Acute lymphoblastic leukemia
971,cytarabine,cytarabine/pf,237.0,8750.25,75.0,116.67,8663.95,1.5693251654,56.0,37.14125,19.0,3.4657894737,2013,cytarabine,Acute lymphoblastic leukemia
972,cytogam,cytomegalovirus immune globuln,52.0,255407.49,16.0,15962.968125,10472.2,24.389095892,,,,,2013,,
973,cytomel,liothyronine sodium,18323.0,1511591.44,4209.0,359.13315277,1410004.4,1.1031661806,3488.0,217.47195528,721.0,17.792288488,2013,liothyronine,Hypothyroidism
974,cytotec,misoprostol,223.0,57558.58,63.0,913.62825397,25098.0,2.3128710188,44.0,187.85545455,19.0,9.3626315789,2013,misoprostol,Medical abortion
975,cytovene,ganciclovir sodium,84.0,41864.77,29.0,1443.6127586,9912.84,4.223287171,,,,,2013,ganciclovir,Viral infections
976,cytra-2,citric acid/sodium citrate,9328.0,173528.05,2804.0,61.88589515,10291622.876,0.0168610968,1750.0,18.872714286,1054.0,3.3399051233,2013,,
977,cytra-3,sod/pot/k cit/sod cit/cit acid,1285.0,45928.98,355.0,129.37740845,1675402.869,0.0274136931,222.0,29.226036036,133.0,2.9309022556,2013,,
978,cytra-k,potassium citrate/citric acid,5353.0,284651.81,1541.0,184.71889033,2977410.168,0.3598810784,1140.0,59.684710526,401.0,4.5706733167,2013,potassium,Hypokalemia
979,d.h.e.45,dihydroergotamine mesylate,70.0,147191.93,21.0,7009.1395238,809.0,181.94305315,,,,,2013,dihydroergotamine,Migraine headaches
980,dacarbazine,dacarbazine,68.0,15662.33,19.0,824.33315789,2162.0,6.8857933351,,,,,2013,dacarbazine,Malignant melanoma
981,dacogen,decitabine,189.0,1581644.42,46.0,34383.574348,902.0,1753.4860532,21.0,1261.4195238,25.0,2.89,2013,decitabine,Myelodysplastic syndromes
982,daklinza,daclatasvir dihydrochloride,,,,,,,,,,,2013,,
983,daliresp,roflumilast,294336.0,65634903.18,61334.0,1070.1226592,9831028.0,6.6763011132,25179.0,231.10489455,36155.0,18.352578896,2013,roflumilast,Asthma
984,dallergy,chlor-mal/phenyleph/methscop,,,,,,,,,,,2013,,
985,dallergy pe,chlor-mal/phenyleph/methscop,,,,,,,,,,,2013,,
986,dalvance,dalbavancin hcl,,,,,,,,,,,2013,dalbavancin,Bacterial infection
987,danazol,danazol,11247.0,2322332.65,2418.0,960.43533912,772353.0,2.9935028496,1581.0,173.06912081,837.0,12.107240143,2013,danazol,Breast cancer
988,dantrium,dantrolene sodium,631.0,109956.92,98.0,1122.0093878,87243.0,1.2643440739,26.0,321.65153846,72.0,8.5895833333,2013,dantrolene,Malignant hyperthermia
989,dantrolene sodium,dantrolene sodium,42319.0,4993926.08,6110.0,817.33651064,4418469.67,1.1412694854,1799.0,167.02183991,4311.0,4.630519601,2013,dantrolene,Malignant hyperthermia
990,dapsone,dapsone,96494.0,4777968.43,20313.0,235.21727121,4752358.75,1.0580345304,11052.0,115.55839034,9261.0,5.5535978836,2013,dapsone,Pneumocystis carinii pneumonia
991,daptacel dtap,"diph,pertuss(acell),tet ped/pf",283.0,17584.57,280.0,62.802035714,210.5,83.537149644,189.0,38.061216931,91.0,4.1971428571,2013,,
992,daraprim,pyrimethamine,3535.0,2118429.52,676.0,3133.7714793,175499.0,12.070892256,208.0,198.87004808,468.0,9.4668162393,2013,pyrimethamine,Acute malaria
993,darcalma,mth/me blue/sod phos/phen/hyos,,,,,,,,,,,2013,,
994,darpaz,mth/me blue/sod phos/phen/hyos,,,,,,,,,,,2013,,
995,darzalex,daratumumab,,,,,,,,,,,2013,daratumumab,Multiple myeloma
996,dasetta,norethindrone-ethinyl estrad,3707.0,101173.61,674.0,150.10921365,126573.0,0.8003532565,61.0,60.619344262,613.0,4.199771615,2013,norethindrone,Oral contraceptive
997,daypro,oxaprozin,614.0,189783.33,149.0,1273.7136242,52586.0,3.6090086715,103.0,312.28339806,46.0,23.370217391,2013,oxaprozin,Inflammatory diseases
998,daysee,l-norgest/e.estradion-e.estrad,114.0,20841.13,79.0,263.81177215,10374.0,2.0089772508,13.0,38.93,66.0,1.3522727273,2013,,
999,daytrana,methylphenidate,1902.0,453705.03,390.0,1163.3462308,65848.0,6.8915725217,122.0,327.60934426,268.0,20.711977612,2013,methylphenidate,Attention deficit hyperactivity disorder
1000,ddavp,desmopressin (nonrefrigerated),1032.0,886774.59,202.0,4389.9732178,15312.0,57.913701019,91.0,483.0310989,111.0,16.434774775,2013,desmopressin,Diabetes mellitus
1001,ddavp,desmopressin acetate,868.0,848871.45,182.0,4664.1288462,78186.0,25.609859577,79.0,353.37037975,103.0,9.195631068,2013,desmopressin,Diabetes mellitus
1002,debacterol,sulfuric acid/sulf phenol,,,,,,,,,,,2013,,
1003,deblitane,norethindrone,,,,,,,,,,,2013,norethindrone,Oral contraceptive
1004,decavac,tetanus and diphtheria tox/pf,5486.0,297216.88,5474.0,54.296105225,5198.0,57.179084263,4495.0,39.417915462,979.0,6.4921961185,2013,,
1005,de-chlor dm,chlorpheniramine/phenyleph/dm,,,,,,,,,,,2013,chlorpheniramine,Allergic rhinitis; Urticaria
1006,decitabine,decitabine,19.0,134947.44,,,87.0,1551.12,,,,,2013,decitabine,Myelodysplastic syndromes
1007,deferoxamine mesylate,deferoxamine mesylate,527.0,159089.28,80.0,1988.616,6959.625,27.27586298,21.0,269.86190476,59.0,3.2508474576,2013,,
1008,dehistine,chlor-mal/phenyleph/methscop,,,,,,,,,,,2013,,
1009,delatestryl,testosterone enanthate,30.0,2472.11,29.0,85.245172414,150.0,16.480733333,,,,,2013,testosterone,Osteoporosis
1010,delestrogen,estradiol valerate,1385.0,276347.71,626.0,441.45001597,8416.0,32.309855506,331.0,154.07148036,295.0,8.2805762712,2013,estradiol,Breast cancer
1011,delflex with 1.5% dextrose,perit. dialysis#6 & dex 1.5 %,,,,,,,,,,,2013,,
1012,deltasone,prednisone,,,,,,,,,,,2013,prednisone,Inflammatory diseases
1013,delzicol,mesalamine,80102.0,35740582.19,22041.0,1621.5499383,17057410.0,2.0953111985,15972.0,304.31241297,6069.0,14.731665843,2013,mesalazine,Ulcerative colitis
1014,demadex,torsemide,2663.0,475260.39,618.0,769.02975728,199562.0,2.4113755705,461.0,235.92143167,157.0,28.168343949,2013,torasemide,Edema associated with congestive heart failure
1015,demeclocycline hcl,demeclocycline hcl,36673.0,13547793.62,7942.0,1705.8415538,2276274.166,6.0763447943,4388.0,237.85824066,3554.0,9.670512099,2013,demeclocycline,Bacterial infection
1016,demerol,meperidine hcl,1135.0,332888.13,216.0,1541.14875,135201.0,2.3074604569,113.0,302.71371681,103.0,26.417087379,2013,meperidine,Anesthesia
1017,demerol,meperidine hcl/pf,5382.0,149666.84,3249.0,46.065509388,88518.0,1.7663440692,2905.0,11.879666093,344.0,8.0205813953,2013,meperidine,Anesthesia
1018,demser,metyrosine,117.0,282500.48,32.0,8828.14,5802.0,48.69018959,15.0,285.87533333,17.0,3.3588235294,2013,metyrosine,Pheochromocytoma
1019,denavir,penciclovir,27985.0,10258093.98,19532.0,525.19424432,157741.5,65.031041165,11732.0,78.720020457,7800.0,5.8051782051,2013,penciclovir,HIV infections
1020,denta 5000 plus,sodium fluoride,35086.0,341344.25,17968.0,18.997342498,2306727.0,0.1479777408,12788.0,11.492277917,5180.0,1.3171660232,2013,sodium fluoride,Osteoporosis
1021,dentagel,sodium fluoride,7782.0,72166.99,3630.0,19.880713499,527741.0,0.1367469838,2439.0,11.894534645,1191.0,1.2033333333,2013,sodium fluoride,Osteoporosis
1022,depacon,valproic acid (as sodium salt),16.0,47218.24,,,10864.0,4.3463033873,,,,,2013,valproic acid,Bipolar disorder
1023,depakene,valproic acid,791.0,555198.11,100.0,5551.9811,162399.0,3.4187286252,19.0,824.22052632,81.0,17.284320988,2013,valproic acid,Bipolar disorder
1024,depakene,valproic acid (as sodium salt),1829.0,1253961.62,241.0,5203.160249,1727284.0,0.7259730421,27.0,275.95444444,214.0,5.3336448598,2013,valproic acid,Bipolar disorder
1025,depakote,divalproex sodium,43639.0,17565676.81,5461.0,3216.5678099,5252540.0,3.390672116,1254.0,505.38740829,4207.0,18.516952698,2013,divalproex sodium,Seizures
1026,depakote er,divalproex sodium,59916.0,20240019.76,7672.0,2638.1673306,5819175.0,3.4496085047,1614.0,480.81902726,6058.0,19.881034995,2013,divalproex sodium,Seizures
1027,depakote sprinkle,divalproex sodium,8613.0,2850617.12,1188.0,2399.5093603,2449977.0,1.1635281148,187.0,250.78454545,1001.0,8.1126373626,2013,divalproex sodium,Seizures
1028,depen,penicillamine,741.0,410877.27,157.0,2617.0526752,65343.0,6.2880074377,112.0,508.80892857,45.0,48.560444444,2013,penicillamine,Rheumatold arthritis
1029,deplin,levomefolate calcium,1403.0,232651.02,620.0,375.24358065,63888.0,3.6438285644,607.0,90.891911038,13.0,82.023076923,2013,calcium,Osteoporosis
1030,deplin-algal oil,levomefolate/algal oil,1704.0,433141.97,672.0,644.55650298,122754.0,3.5285078703,,,,,2013,,
1031,depocyt,cytarabine liposome/pf,,,,,,,,,,,2013,cytarabine,Acute lymphoblastic leukemia
1032,depo-estradiol,estradiol cypionate,8585.0,391812.63,3897.0,100.54211701,48508.9,8.0771287331,2404.0,66.67202579,1493.0,4.9458606832,2013,estradiol,Breast cancer
1033,depo-medrol,methylprednisolone acetate,8069.0,155596.23,6057.0,25.688662704,20476.5,8.8163288406,2546.0,13.646802828,3511.0,1.3932868129,2013,methylprednisolone,Spinal cord injuries
1034,depo-provera,medroxyprogesterone acetate,1677.0,332376.1,626.0,530.95223642,3527.868,92.41877515,78.0,147.70564103,548.0,3.6329379562,2013,medroxyprogesterone,Hormonal contraceptives
1035,depo-subq provera 104,medroxyprogesterone acetate,204.0,24665.87,87.0,283.51574713,135.3,182.30502587,,,,,2013,medroxyprogesterone,Hormonal contraceptives
1036,depo-testosterone,testosterone cypionate,64545.0,3764026.09,25885.0,145.41340892,240640.9,17.589893479,16262.0,80.279940352,9623.0,4.8939000312,2013,testosterone,Osteoporosis
1037,dermacinrx silapak,triamcinolone/dimeth/silicone,,,,,,,,,,,2013,triamcinolone,Allergy
1038,dermasilkrx diclopak,diclofenac/capsicum,,,,,,,,,,,2013,diclofenac,Pain
1039,dermasilkrx sds,triamcinolone/dimeth/silicone,,,,,,,,,,,2013,triamcinolone,Allergy
1040,derma-smoothe-fs,fluocinolone acetonide,1674.0,69191.68,1069.0,64.725612722,229855.648,0.3010223181,713.0,43.009845722,356.0,4.3129494382,2013,fluocinolone acetonide,Inflammatory diseases
1041,derma-smoothe-fs,fluocinolone/shower cap,3971.0,171320.12,2434.0,70.386244864,528724.388,0.3240253786,1642.0,47.061705238,792.0,4.8466414141,2013,,
1042,dermasorb hc,hydrocortisone/skin clnsr #35,,,,,,,,,,,2013,hydrocortisone,Inflammatory diseases
1043,dermasorb ta,triamcinolone/emollient cmb#86,,,,,,,,,,,2013,triamcinolone,Allergy
1044,dermatop,prednicarbate,103.0,9816.61,58.0,169.25189655,6705.0,1.4645910789,33.0,66.733030303,25.0,2.048,2013,prednicarbate,Inflammatory diseases
1045,dermotic,fluocinolone acetonide oil,4425.0,140766.34,3584.0,39.276322545,90268.0,1.5594268179,2645.0,28.593534972,939.0,4.2745686901,2013,fluocinolone acetonide,Inflammatory diseases
1046,desferal,deferoxamine mesylate,30.0,44336.8,,,1185.0,37.415021097,,,,,2013,,
1047,desferal mesylate,deferoxamine mesylate,13.0,5058.77,,,203.0,24.920049261,,,,,2013,,
1048,desipramine hcl,desipramine hcl,98428.0,11464565.45,20101.0,570.34801502,6889540.75,1.7281742157,11778.0,126.29032603,8323.0,9.6058068004,2013,desipramine,Attention deficit hyperactivity disorder
1049,desloratadine,desloratadine,126699.0,14805419.4,39563.0,374.2238809,6066682.0,2.4411163106,26676.0,44.432390163,12887.0,4.8488833708,2013,desloratadine,Allergic rhinitis
1050,desmopressin acetate,desmopressin (nonrefrigerated),2360.0,547549.38,1054.0,519.49656546,18666.0,29.334050145,382.0,80.65960733,672.0,3.1877827381,2013,desmopressin,Diabetes mellitus
1051,desmopressin acetate,desmopressin acetate,181317.0,24256259.73,29167.0,831.63368636,10165971.98,6.2071648005,13156.0,160.02159395,16011.0,7.8854699894,2013,desmopressin,Diabetes mellitus
1052,desogen,desogestrel-ethinyl estradiol,156.0,10319.32,30.0,343.97733333,6552.0,1.57498779,,,,,2013,estradiol,Breast cancer
1053,desogestrel-ethinyl estradiol,desogestrel-ethinyl estradiol,,,,,,,,,,,2013,estradiol,Breast cancer
1054,desogestr-eth estrad eth estra,desog-e.estradiol/e.estradiol,,,,,,,,,,,2013,estradiol,Breast cancer
1055,desonate,desonide,1981.0,818396.33,1443.0,567.14922384,129676.075,6.3110819016,1145.0,92.337624454,298.0,8.8497651007,2013,desonide,Atopic dermatitis
